path,category
sorted_images/Plastique/Sac en plastique/1691572424024-user.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Autre déchet plastique/1692775982434-user.jpg,Plastique/Autre déchet plastique
sorted_images/Mégots/~ 25 mégots/1695365022893-image1695365008598.jpg,Mégots/~ 25 mégots
sorted_images/Mégots/< 10 mégots/1694601878703-image1694601436028.jpg,Mégots/< 10 mégots
sorted_images/Métaux/Cable/1692597117073-image1692597133652.jpg,Métaux/Cable
sorted_images/Métaux/Canette/1691782515496-user.jpg,Métaux/Canette
sorted_images/Verre/< 10 morceaux de verre/1694103510011-user.jpg,Verre/< 10 morceaux de verre
sorted_images/Métaux/Canette/1692679622912-image1692679620576.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1695559464980-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1694947240656-image1694947227362.jpg,Plastique/Autre déchet plastique
sorted_images/Verre/Bouteille en verre/1691652170996-image1691652184237.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouteille en plastique/1690731650252-image1690731623037.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1690729209742-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Sac en plastique/1694014775509-image1694014686259.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Autre déchet plastique/1694789820708-image1694789803153.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1694068547386-image1694068515202.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Polystyrène/1692868418445-image1692868438237.jpg,Plastique/Polystyrène
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692040388566-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Autre déchet plastique/1696666786550-image1696666752389.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Polystyrène/1692277856416-image1692277853180.jpg,Plastique/Polystyrène
sorted_images/Verre/Bouteille en verre/1689844699560-image1689844710966.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Autre déchet métaux/1696668840141-image1696668814270.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Bouteille en plastique/1693813815492-image1693813762767.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/< 10 morceaux de verre/1692084153926-user.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Emballage plastique/1696139292576-image1696139258351.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1692786097551-image1692786075664.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1690546348999-image1690546267997.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1695651446758-image1695651439317.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691047732928-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1690716083940-image1690716106485.jpg,Métaux/Canette
sorted_images/Plastique/Sac en plastique/1689759505001-image1689759485579.jpg,Plastique/Sac en plastique
sorted_images/Métaux/Canette/1697630068760-image1697630086770.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1697198439681-image1697198449985.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1695991435177-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1692258223403-image1692258251203.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1695543041090-image1695543030919.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Sac en papier/1694510386134-image1694510337474.jpg,Papier ou Carton/Sac en papier
sorted_images/Métaux/Canette/1692768720391-image1692768670197.jpg,Métaux/Canette
sorted_images/Métaux/Cable/1694616707348-image1694616700524.jpg,Métaux/Cable
sorted_images/Mégots/Mégots/1689964483871-user.jpg,Mégots/Mégots
sorted_images/Verre/Bouteille en verre/1696061196955-image1696061152987.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Emballage plastique/1693561349005-image1693561305523.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1696328397164-image1696328387421.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1692178587042-user.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1695920619752-image1695920618120.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Emballage plastique/1691312986654-image1691313000639.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692450013553-image1692450039547.jpg,Autre déchet papier/carton
sorted_images/Plastique/Sac en plastique/1697375978989-image1697375995158.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Bouteille en plastique/1694871143925-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1691929979269-image1691929965245.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1689751551340-user.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1691427271809-image1691427280016.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1695128107869-image1695128096382.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1690990801187-image1690990797389.jpg,Plastique/Autre déchet plastique
sorted_images/Textile/Corde/1695461236181-image1695461217074.jpg,Textile/Corde
sorted_images/Métaux/Canette/1698245046084-user.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1693143028869-image1693143059230.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1692269952607-image1692269928837.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Emballage bonbon/1695375535415-image1695375514845.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Plastique/Bouteille en plastique/1693808085637-image1693725576056.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1691255948480-image1691255974278.jpg,Plastique/Emballage plastique
sorted_images/Mégots/Mégots/1693152600525-image1693152611319.jpg,Mégots/Mégots
sorted_images/Plastique/Polystyrène/1693421126778-user.jpg,Plastique/Polystyrène
sorted_images/Mégots/Mégots/1694797446985-image1694797439252.jpg,Mégots/Mégots
sorted_images/Plastique/Emballage plastique/1697127448116-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1694850609355-image1694850598324.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1695666521187-user.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1693475235871-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Autre déchet plastique/1694516920769-image1694516883029.jpg,Plastique/Autre déchet plastique
sorted_images/Mégots/< 10 mégots/1694186314418-image1694186256576.jpg,Mégots/< 10 mégots
sorted_images/Mégots/Mégots/1694323463789-image1694323400732.jpg,Mégots/Mégots
sorted_images/Plastique/Autre déchet plastique/1695379767517-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1689967206862-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1694366535959-image1694366498598.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1694075970459-user.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695643408927-image1695643372014.jpg,Autre déchet papier/carton
sorted_images/Verre/Bouteille en verre/1693464242129-user.jpg,Verre/Bouteille en verre
sorted_images/Papier ou Carton/Autre déchet papier/carton/1693822115351-image1693822071773.jpg,Autre déchet papier/carton
sorted_images/Mégots/< 10 mégots/1690718465101-user.jpg,Mégots/< 10 mégots
sorted_images/Plastique/Autre déchet plastique/1693896781806-image1693896740246.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Polystyrène/1689950323270-image1689950278285.jpg,Plastique/Polystyrène
sorted_images/Plastique/Emballage plastique/1692123309760-user.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Sac en papier/1693125706632-user.jpg,Papier ou Carton/Sac en papier
sorted_images/Papier ou Carton/Sac en papier/1690383156251-image1690383163598.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Bouteille en plastique/1695986529197-user.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1696263056206-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Emballage plastique/1694330320149-user.jpg,Plastique/Emballage plastique
sorted_images/Mégots/Mégots/1689880996881-image1689881017287.jpg,Mégots/Mégots
sorted_images/Plastique/Bouteille en plastique/1697974386511-user.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1690481170705-image1690481200213.jpg,Verre/Bouteille en verre
sorted_images/Papier ou Carton/Récipient liquide/1695825181931-image1695825176358.jpg,Papier ou Carton/Récipient liquide
sorted_images/Mégots/Mégots/1689929383147-image1689929304873.jpg,Mégots/Mégots
sorted_images/Mégots/~ 200 mégots/1691173447363-image1691173362708.jpg,Mégots/~ 200 mégots
sorted_images/Plastique/Emballage plastique/1694968971266-user.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1692884362483-image1692884394862.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1689838154632-user.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691315642906-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Gobelet en plastique/1691327744746-image1691327762954.jpg,Plastique/Gobelet en plastique
sorted_images/Plastique/Bouteille en plastique/1691737095603-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Gobelet en plastique/1697965769729-image1697965776576.jpg,Plastique/Gobelet en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694364566115-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1694871304082-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1695921727632-image1695921725868.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692454208927-image1692454234019.jpg,Autre déchet papier/carton
sorted_images/Plastique/Emballage plastique/1697891247453-image1697891246655.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouchon en plastique/1695566680954-image1695566661770.jpg,Plastique/Bouchon en plastique
sorted_images/Mégots/~ 200 mégots/1690276585378-image1690276598058.jpg,Mégots/~ 200 mégots
sorted_images/Plastique/Emballage plastique/1695920230116-image1695920235502.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1697345890265-user.jpg,Métaux/Canette
sorted_images/Mégots/Mégots/1692561134207-image1692561158334.jpg,Mégots/Mégots
sorted_images/Métaux/Canette/1697983387757-image1697983380310.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1692179149186-image1692179158124.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1694965076086-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Briquet/1695568129978-user.jpg,Plastique/Briquet
sorted_images/Métaux/Autre déchet métaux/1690298757565-image1690298760792.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/Bouteille en verre/1689749362697-image1689749367943.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouteille en plastique/1692872168210-user.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1693759042179-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Carte/1690527374096-image1690527379593.jpg,Plastique/Carte
sorted_images/Métaux/Canette/1690624258336-image1690624231948.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1693487265878-image1693487213121.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1697101072279-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Sac en plastique/1696425206524-image1696425201276.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Emballage plastique/1697288101831-image1697288068255.jpg,Plastique/Emballage plastique
sorted_images/Verre/Bouteille en verre/1696583004013-image1696582975055.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1697962551980-image1697962559596.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1696265321925-image1696265306291.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1695136631136-image1695136617506.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1698060777490-image1698060781481.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1698075551472-image1698075544139.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1689841447647-user.jpg,Mégots/Mégots
sorted_images/Textile/Autre déchet textile/1694419348106-image1694419306305.jpg,Textile/Autre déchet textile
sorted_images/Papier ou Carton/Carton/1693672903072-image1693672879903.jpg,Papier ou Carton/Carton
sorted_images/Plastique/Emballage plastique/1692623309440-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1691842368699-image1691842372092.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1693126328021-user.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Autre déchet verre/1690477732736-user.jpg,Verre/Autre déchet verre
sorted_images/Plastique/Autre déchet plastique/1693124982537-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1693387047582-image1693386589642.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1690297347329-image1690297325372.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1696407587076-user.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1696522166669-image1696522150882.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouchon en plastique/1690970945543-user.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Emballage plastique/1698221854962-image1698221832126.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Sac en papier/1697958775642-image1697958766992.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Bouchon en plastique/1690018432779-image1690018445374.jpg,Plastique/Bouchon en plastique
sorted_images/Mégots/Mégots/1697276473463-image1697276489703.jpg,Mégots/Mégots
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697716015708-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Autre déchet plastique/1693761295754-image1693761233937.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Gobelet en plastique/1691391806715-user.jpg,Plastique/Gobelet en plastique
sorted_images/Métaux/Autre déchet métaux/1694945486783-image1694945477366.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1692452135865-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1697199664162-image1697199623809.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1692515759304-user.jpg,Métaux/Canette
sorted_images/Mégots/< 10 mégots/1693054316503-image1693054311994.jpg,Mégots/< 10 mégots
sorted_images/Métaux/Canette/1692943027531-image1692943031226.jpg,Métaux/Canette
sorted_images/Plastique/Polystyrène/1691241696519-image1691241719355.jpg,Plastique/Polystyrène
